"Label","ID","Link cost","Link displacement","Link target IDs","Link target IDs","Link velocity","Checked","TBto SOM25","TBtoPSM","TBtoPSMd","TBtoSom","TBtoTB"
"",""," "," ","Source spot id","Target spot id"," ","Tag","Tag","Tag","Tag","TB","Tag"
"","","","(micron)","","","(micron/frame)","","","","","",""
"5885 ? 5886","5867","","1.960556822726233","5885.0","5886.0","1.960556822726233","1","0","0","0","0","1"
"5866 ? 5867","6220","","2.1788103949121087","5866.0","5867.0","1.0894051974560544","1","0","0","0","0","1"
"7967 ? 7966","6614","","4.462159643463102","7967.0","7966.0","2.231079821731551","0","0","0","0","0","0"
"8242 ? 8241","6615","","1.7507903789870485","8242.0","8241.0","0.8753951894935242","0","0","0","0","0","0"
"5858 ? 5859","6932","","1.322893883073729","5858.0","5859.0","0.44096462769124295","1","0","0","0","0","1"
"5849 ? 5850","6941","","1.7497094660835275","5849.0","5850.0","0.8748547330417638","1","0","0","0","0","1"
"7856 ? 7855","7582","","1.905879090996236","7856.0","7855.0","0.952939545498118","1","0","0","0","0","1"
"7754 ? 7753","7716","","0.5297411463635895","7754.0","7753.0","0.5297411463635895","1","0","0","0","0","1"
"7755 ? 7754","7717","","1.380200405742025","7755.0","7754.0","1.380200405742025","1","0","0","0","0","1"
"7756 ? 7755","7718","","0.8618774205452132","7756.0","7755.0","0.8618774205452132","1","0","0","0","0","1"
"7757 ? 7756","7719","","0.0","7757.0","7756.0","0.0","1","0","0","0","0","1"
"7758 ? 7757","7720","","0.18169971418624664","7758.0","7757.0","0.18169971418624664","1","0","0","0","0","1"
"7759 ? 7758","7721","","1.0256841218049881","7759.0","7758.0","1.0256841218049881","1","0","0","0","0","1"
"7760 ? 7759","7722","","0.0","7760.0","7759.0","0.0","1","0","0","0","0","1"
"7761 ? 7760","7723","","0.609817968546312","7761.0","7760.0","0.609817968546312","1","0","0","0","0","1"
"7762 ? 7761","7724","","0.0","7762.0","7761.0","0.0","1","0","0","0","0","1"
"7763 ? 7762","7725","","1.8953596860566577","7763.0","7762.0","1.8953596860566577","1","0","0","0","0","1"
"7764 ? 7763","7726","","0.9784829063021732","7764.0","7763.0","0.9784829063021732","1","0","0","0","0","1"
"7765 ? 7764","7727","","0.7598931581237257","7765.0","7764.0","0.7598931581237257","1","0","0","0","0","1"
"7767 ? 7766","7728","","0.8483645075973706","7767.0","7766.0","0.8483645075973706","1","0","0","0","0","1"
"7768 ? 7767","7729","","0.6769505989685258","7768.0","7767.0","0.6769505989685258","1","0","0","0","0","1"
"7769 ? 7768","7730","","1.6261870647138328","7769.0","7768.0","1.6261870647138328","1","0","0","0","0","1"
"7770 ? 7769","7731","","1.1332586556764679","7770.0","7769.0","1.1332586556764679","1","0","0","0","0","1"
"7772 ? 7771","7732","","0.8489236579089131","7772.0","7771.0","0.2829745526363044","1","0","0","0","0","1"
"7771 ? 7770","7733","","1.5612700370060566","7771.0","7770.0","0.5204233456686855","1","0","0","0","0","1"
"7773 ? 7772","7734","","0.6180257517187152","7773.0","7772.0","0.6180257517187152","1","0","0","0","0","1"
"7774 ? 7773","7735","","0.0","7774.0","7773.0","0.0","1","0","0","0","0","1"
"7775 ? 7774","7736","","0.5090347583782316","7775.0","7774.0","0.5090347583782316","1","0","0","0","0","1"
"7776 ? 7775","7737","","0.12236295241977148","7776.0","7775.0","0.12236295241977148","1","0","0","0","0","1"
"7777 ? 7776","7738","","1.7174458793806475","7777.0","7776.0","1.7174458793806475","1","0","0","0","0","1"
"7778 ? 7777","7739","","0.21888950363053186","7778.0","7777.0","0.21888950363053186","1","0","0","0","0","1"
"7779 ? 7778","7740","","0.9681376591257879","7779.0","7778.0","0.9681376591257879","1","0","0","0","0","1"
"7780 ? 7779","7741","","0.44118589916662876","7780.0","7779.0","0.44118589916662876","1","0","0","0","0","1"
"7781 ? 7780","7742","","0.8547908373948973","7781.0","7780.0","0.8547908373948973","1","0","0","0","0","1"
"7782 ? 7781","7743","","0.5191420405321447","7782.0","7781.0","0.5191420405321447","1","0","0","0","0","1"
"7783 ? 7782","7744","","0.8512803879124506","7783.0","7782.0","0.8512803879124506","1","0","0","0","0","1"
"7784 ? 7783","7745","","0.27361187953812477","7784.0","7783.0","0.27361187953812477","1","0","0","0","0","1"
"7785 ? 7784","7746","","0.0","7785.0","7784.0","0.0","1","0","0","0","0","1"
"7786 ? 7785","7747","","0.0","7786.0","7785.0","0.0","1","0","0","0","0","1"
"7787 ? 7786","7748","","0.0","7787.0","7786.0","0.0","1","0","0","0","0","1"
"7788 ? 7787","7749","","0.4411858991666776","7788.0","7787.0","0.4411858991666776","1","0","0","0","0","1"
"7789 ? 7788","7750","","0.12236295241970216","7789.0","7788.0","0.12236295241970216","1","0","0","0","0","1"
