"Label","ID","Detection quality","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot median intensity","Spot median intensity","Spot track ID","Track N spots","TBtoPSMd","TBtoSom","TBtoSom25","TBtoTB","checked"
"",""," "," "," ","Mean ch0","Mean ch1","Std ch0","Std ch1","Median ch0","Median ch1"," "," ","Tag","Tag","Tag","Tag","Tag"
"","","","","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","","","","","","",""
"1830","1830","456.59708051499473","2","201","161.49441193333345","1064.8869012522862","16.36457960071901","150.50587834636684","","","3","239","0","0","0","1","1"
"1831","1831","434.7424355634563","2","200","168.67579751936543","1061.6341783878706","15.398415602139382","138.65176008100562","","","3","239","0","0","0","1","1"
"1832","1832","","2","198","188.76686016105367","854.1470018796649","14.043090840825618","63.00755407208574","","","3","239","0","0","0","1","1"
"1833","1833","","2","197","187.9749638599764","809.7340598798703","13.799980319383778","61.60881447586538","","","3","239","0","0","0","1","1"
"1834","1834","","2","196","191.98384539664607","831.7923704012916","13.28659366438966","59.32780536041877","","","3","239","0","0","0","1","1"
"1835","1835","210.38139882235424","2","195","192.51650660143855","839.349784497668","15.693439148872939","68.5118736405599","","","3","239","0","0","0","1","1"
"1836","1836","235.82254107369423","2","194","198.55369257259915","886.8015574982796","17.68250424343636","75.65460333093255","","","3","239","0","0","0","1","1"
"1837","1837","219.93998739791135","2","193","193.9701413849289","859.3163722192712","19.01409371074019","76.11499995222938","","","3","239","0","0","0","1","1"
"1838","1838","241.3038792718578","2","192","200.73296803687828","880.5219386901983","18.156658012684726","92.07722613406168","","","3","239","0","0","0","1","1"
"1839","1839","244.4242767999391","2","191","197.64004062357418","855.1377040812752","16.22102131390284","96.19559775718446","","","3","239","0","0","0","1","1"
"1840","1840","222.1362140940645","2","190","195.30527150475444","837.4546004290769","17.663733424715264","101.12087635007435","","","3","239","0","0","0","1","1"
"1841","1841","183.58712783004103","2","189","188.52718092069097","863.0211286170089","19.135916640696692","79.321574247625","","","3","239","0","0","0","1","1"
"1842","1842","184.1596518899826","2","188","197.6299426678479","898.406572802972","19.479862778151805","78.14642580361551","","","3","239","0","0","0","1","1"
"1843","1843","191.65379207953458","2","187","185.77510425628356","1046.0071553897164","20.409983225121657","80.52182630419541","","","3","239","0","0","0","1","1"
"1844","1844","231.1049239560049","2","186","201.71917405175955","1080.8378612053045","30.229946012136942","93.21395085430373","","","3","239","0","0","0","1","1"
"1845","1845","","2","182","166.0681234242962","1066.1516910607522","15.552205652934123","84.73589397113335","","","3","239","0","0","0","1","1"
"1846","1846","","2","181","160.09650690906142","1133.8939631237213","10.506506037089412","80.44190441381821","","","3","239","0","0","0","1","1"
"1847","1847","","2","180","156.54707680323938","1066.3065649447976","10.990043934519594","64.76422257226197","","","3","239","0","0","0","1","1"
"1848","1848","","2","179","152.45148532546423","981.9165335042693","11.637915821412339","74.86692411923683","","","3","239","0","0","0","1","1"
"1849","1849","","2","178","149.8721481159219","964.2144037310098","10.563685279825073","69.17142181683482","","","3","239","0","0","0","1","1"
"1850","1850","","2","177","153.17784016114058","970.2663712027824","11.063623064993283","81.42185202873772","","","3","239","0","0","0","1","1"
"1851","1851","","2","175","157.40131261738395","1006.6046811251557","12.145409352637182","70.12350371749484","","","3","239","0","0","0","1","1"
"1852","1852","242.95578433769455","2","173","167.65845786850434","1056.9251918187235","13.136189258322217","84.60069880755059","","","3","239","0","0","0","1","1"
"1853","1853","298.31475731036494","2","172","173.49200582597655","1130.2146199027202","13.70275705670198","98.12045349344493","","","3","239","0","0","0","1","1"
"1854","1854","307.1745971581152","2","171","174.3087872929734","1138.9614044959396","15.0229417012246","101.31743296039492","","","3","239","0","0","0","1","1"
"1855","1855","238.5512997012444","2","170","174.04617023723532","1057.3786875107573","15.529181805270584","95.62185234853153","","","3","239","0","0","0","1","1"
"1856","1856","","2","169","180.8757222399119","1045.790408085272","13.446306493418517","81.72029375554362","","","3","239","0","0","0","1","1"
"1857","1857","","2","168","185.99573607292615","1167.0171929825096","14.455790751135904","91.23174447859778","","","3","239","0","0","0","1","1"
"1858","1858","","2","167","190.1383050649765","1167.0676689014447","15.050042919847842","116.23775026832035","","","3","239","0","0","0","1","1"
"1859","1859","","2","166","193.9227306556122","1249.6722109038362","14.80127361488707","113.76438085305936","","","3","239","0","0","0","1","1"
